editor_name,base_form,path_website,name_nif
RockM03SnowLight,0401EE73,landscape/rocks/rockm03.nif,rockm03
DLC2RieklingBridge01Snow,0401EEE7,architecture/riekling/dlc2rieklingbridge01.nif,dlc2rieklingbridge01
DLC2RieklingTotemSnow,0401EEE8,clutter/riekling/dlc2rieklingtotem.nif,dlc2rieklingtotem
DLC2RieklingFence02Snow,0401EEE9,architecture/riekling/dlc2rieklingfence02.nif,dlc2rieklingfence02
DLC2RieklingFence01Snow,0401EEEA,architecture/riekling/dlc2rieklingfence01.nif,dlc2rieklingfence01
DLC2RieklingFenceEndSnow,0401EEEB,architecture/riekling/dlc2rieklingfenceend.nif,dlc2rieklingfenceend
DLC2RieklingTotemSkullSnow,0401EEEE,clutter/riekling/dlc2rieklingtotemskull.nif,dlc2rieklingtotemskull
DLC2RieklingTent02Snow,0401EEF6,architecture/riekling/dlc2rieklingtent02.nif,dlc2rieklingtent02
ApoWarpBook01,0401EF74,dungeons/apocrypha/clutter/apowarpbook01.nif,apowarpbook01
DLC2RieklingStand01,0401F141,architecture/riekling/dlc2rieklingstand01.nif,dlc2rieklingstand01
DLC2RieklingStand02,0401F143,architecture/riekling/dlc2rieklingstand02.nif,dlc2rieklingstand02
DLC2DweHitchPost01,0401F14E,dungeons/dwemer/platforms/dlc2dwehitchpost01.nif,dlc2dwehitchpost01
DLC2DwePlatBgCorDblEnd01,0401F14F,dungeons/dwemer/platforms/dlc2dweplatbgcordblend01.nif,dlc2dweplatbgcordblend01
DLC2DwePlatBgCorIn01,0401F150,dungeons/dwemer/platforms/dlc2dweplatbgcorin01.nif,dlc2dweplatbgcorin01
DLC2DwePlatBgCorOut01,0401F151,dungeons/dwemer/platforms/dlc2dweplatbgcorout01.nif,dlc2dweplatbgcorout01
DLC2DwePlatBgMid01,0401F152,dungeons/dwemer/platforms/dlc2dweplatbgmid01.nif,dlc2dweplatbgmid01
DLC2DwePlatBgMid02,0401F153,dungeons/dwemer/platforms/dlc2dweplatbgmid02.nif,dlc2dweplatbgmid02
DLC2DwePlatBgStairCapL01,0401F154,dungeons/dwemer/platforms/dlc2dweplatbgstaircapl01.nif,dlc2dweplatbgstaircapl01
DLC2DwePlatBgStairCapR01,0401F155,dungeons/dwemer/platforms/dlc2dweplatbgstaircapr01.nif,dlc2dweplatbgstaircapr01
DLC2DwePlatBgStairMid01,0401F156,dungeons/dwemer/platforms/dlc2dweplatbgstairmid01.nif,dlc2dweplatbgstairmid01
DLC2DwePlatBgStairMid02,0401F157,dungeons/dwemer/platforms/dlc2dweplatbgstairmid02.nif,dlc2dweplatbgstairmid02
DLC2DwePlatBgStairSingle01,0401F158,dungeons/dwemer/platforms/dlc2dweplatbgstairsingle01.nif,dlc2dweplatbgstairsingle01
DLC2DwePlatBgWall01,0401F159,dungeons/dwemer/platforms/dlc2dweplatbgwall01.nif,dlc2dweplatbgwall01
DLC2DwePlatBgWall02,0401F15A,dungeons/dwemer/platforms/dlc2dweplatbgwall02.nif,dlc2dweplatbgwall02
DLC2DweFacadeTowerArch1x2,0401F15B,dungeons/dwemer/facades/dlc2dwefacadetowerarch1x2.nif,dlc2dwefacadetowerarch1x2
DLC2BlackRewardGlyph,0401F1C4,clutter/eyeofmagnus/eyeofmagnusdias01.nif,eyeofmagnusdias01
ApoFloorRaised01,0401F9A1,dungeons/apocrypha/rubble/apofloorraised01.nif,apofloorraised01
ApoRubblePile01,0401F9A2,dungeons/apocrypha/rubble/aporubblepile01.nif,aporubblepile01
ApoRubblePile02,0401F9A3,dungeons/apocrypha/rubble/aporubblepile02.nif,aporubblepile02
ApoRubblePile03,0401F9A4,dungeons/apocrypha/rubble/aporubblepile03.nif,aporubblepile03
ApoRubblePile04,0401F9A5,dungeons/apocrypha/rubble/aporubblepile04.nif,aporubblepile04
ApoRubblePile05,0401F9A6,dungeons/apocrypha/rubble/aporubblepile05.nif,aporubblepile05
ApoRubblePile06,0401F9A7,dungeons/apocrypha/rubble/aporubblepile06.nif,aporubblepile06
ApoRubblePile07,0401F9A8,dungeons/apocrypha/rubble/aporubblepile07.nif,aporubblepile07
ApoRubblePile08,0401F9A9,dungeons/apocrypha/rubble/aporubblepile08.nif,aporubblepile08
RockPileL03SnowNoSnow,0401F9E4,landscape/rocks/rockpilel03.nif,rockpilel03
ApoParPost01,0401FE5E,dungeons/apocrypha/partitions/apoparpost01.nif,apoparpost01
ApoParWall01,0401FE5F,dungeons/apocrypha/partitions/apoparwall01.nif,apoparwall01
ApoParWall02,0401FE72,dungeons/apocrypha/partitions/apoparwall02.nif,apoparwall02
ApoParArch01,0401FE7E,dungeons/apocrypha/partitions/apopararch01.nif,apopararch01
ApoParArch02,0401FE7F,dungeons/apocrypha/partitions/apopararch02.nif,apopararch02
DLC2DweRmLgWall01,0401FEBC,dungeons/dwemer/lgrooms/dlc2dwermlgwall01.nif,dlc2dwermlgwall01
DLC2DweRmLgCorIn01,0401FEBD,dungeons/dwemer/lgrooms/dlc2dwermlgcorin01.nif,dlc2dwermlgcorin01
DLC2DweRmLgMid01,0401FEBE,dungeons/dwemer/lgrooms/dlc2dwermlgmid01.nif,dlc2dwermlgmid01
DLC2DweRmLgWallMidWall01,0401FEBF,dungeons/dwemer/lgrooms/dlc2dwermlgwallmidwall01.nif,dlc2dwermlgwallmidwall01
DLC2DweRmLgWalltoLgHall01,0401FEC0,dungeons/dwemer/lgrooms/dlc2dwermlgwalltolghall01.nif,dlc2dwermlgwalltolghall01
DLC2DweRmLgColumn01,0401FEC1,dungeons/dwemer/lgrooms/dlc2dwermlgcolumn01.nif,dlc2dwermlgcolumn01
DLC2DweRmLgCorIntoLgHallDbl01,0401FEC2,dungeons/dwemer/lgrooms/dlc2dwermlgcorintolghalldbl01.nif,dlc2dwermlgcorintolghalldbl01
DLC2DweRmLgCorIntoLgHallL01,0401FEC3,dungeons/dwemer/lgrooms/dlc2dwermlgcorintolghalll01.nif,dlc2dwermlgcorintolghalll01
DLC2DweRmLgCorIntoLgHallR01,0401FEC4,dungeons/dwemer/lgrooms/dlc2dwermlgcorintolghallr01.nif,dlc2dwermlgcorintolghallr01
DLC2DweRmLgCorOut01,0401FEC5,dungeons/dwemer/lgrooms/dlc2dwermlgcorout01.nif,dlc2dwermlgcorout01
DLC2DweRmLgWallCorInX2,0401FEC6,dungeons/dwemer/lgrooms/dlc2dwermlgwallcorinx2.nif,dlc2dwermlgwallcorinx2
DLC2DweRmLgWallMidWall02,0401FEC7,dungeons/dwemer/lgrooms/dlc2dwermlgwallmidwall02.nif,dlc2dwermlgwallmidwall02
DLC2DweRmLgWallMidWall03,0401FEC8,dungeons/dwemer/lgrooms/dlc2dwermlgwallmidwall03.nif,dlc2dwermlgwallmidwall03
DLC2DweRmLgWalltoLgHallCorInX2,0401FEC9,dungeons/dwemer/lgrooms/dlc2dwermlgwalltolghallcorinx2.nif,dlc2dwermlgwalltolghallcorinx2
DLC2DweRmLgMidTop01,0401FECC,dungeons/dwemer/lgrooms/dlc2dwermlgmidtop01.nif,dlc2dwermlgmidtop01
DLC2IceTorch,0401FEDA,dungeons/icecastle/dlc02icetorch01.nif,dlc02icetorch01
AshMound01,04020004,clutter/ashpiles/ashmound01.nif,ashmound01
AshMound02,04020005,clutter/ashpiles/ashmound02.nif,ashmound02
AshMoundL01,04020006,clutter/ashpiles/ashmoundl01.nif,ashmoundl01
AshScatter01,04020007,clutter/ashpiles/ashscatter01.nif,ashscatter01
AshScatter02,04020008,clutter/ashpiles/ashscatter02.nif,ashscatter02
AshScatter03,04020009,clutter/ashpiles/ashscatter03.nif,ashscatter03
AshScatter04,0402000A,clutter/ashpiles/ashscatter04.nif,ashscatter04
AshScatter05,0402000B,clutter/ashpiles/ashscatter05.nif,ashscatter05
AshScatter06,0402000C,clutter/ashpiles/ashscatter06.nif,ashscatter06
DLC2GlacierStraightLg01_Ice,04020020,landscape/glaciers/dlc2glacierstraightlg01.nif,dlc2glacierstraightlg01
DLC2GlacierSlab01_Ice,04020022,landscape/glaciers/dlc2glacierslab01.nif,dlc2glacierslab01
DLC2GlacierTrim01_ice,04020027,landscape/glaciers/dlc2glaciertrim01.nif,dlc2glaciertrim01
DLC2DweHallBg1way01,040202C0,dungeons/dwemer/bghalls/dlc2dwehallbg1way01.nif,dlc2dwehallbg1way01
DLC2DweHallBg1way02,040202C1,dungeons/dwemer/bghalls/dlc2dwehallbg1way02.nif,dlc2dwehallbg1way02
DLC2DweHallBg1wayRamp01,040202C2,dungeons/dwemer/bghalls/dlc2dwehallbg1wayramp01.nif,dlc2dwehallbg1wayramp01
DLC2DweHallBg2way01,040202C3,dungeons/dwemer/bghalls/dlc2dwehallbg2way01.nif,dlc2dwehallbg2way01
DLC2DweHallBg3way01,040202C4,dungeons/dwemer/bghalls/dlc2dwehallbg3way01.nif,dlc2dwehallbg3way01
DLC2DweHallBg4way01,040202C5,dungeons/dwemer/bghalls/dlc2dwehallbg4way01.nif,dlc2dwehallbg4way01
DLC2DweHallBgEndCap01,040202C6,dungeons/dwemer/bghalls/dlc2dwehallbgendcap01.nif,dlc2dwehallbgendcap01
DLC2DweHallBgEndCapExBg01,040202C7,dungeons/dwemer/bghalls/dlc2dwehallbgendcapexbg01.nif,dlc2dwehallbgendcapexbg01
1stPersonDLC02PickAxeNordic,040206F5,weapons/nordicweapon/dlc02pickaxenordic.nif,dlc02pickaxenordic
DLC2DweFloorRaised01,0402073D,dungeons/dwemer/rubble/dlc2dwefloorraised01.nif,dlc2dwefloorraised01
DLC2DweHallLg1way01,0402073E,dungeons/dwemer/lghalls/dlc2dwehalllg1way01.nif,dlc2dwehalllg1way01
DLC2DweHallLg1wayRamp01,0402073F,dungeons/dwemer/lghalls/dlc2dwehalllg1wayramp01.nif,dlc2dwehalllg1wayramp01
DLC2DweHallLg2way01,04020740,dungeons/dwemer/lghalls/dlc2dwehalllg2way01.nif,dlc2dwehalllg2way01
DLC2DweHallLg3way01,04020741,dungeons/dwemer/lghalls/dlc2dwehalllg3way01.nif,dlc2dwehalllg3way01
DLC2DweHallLg4way01,04020742,dungeons/dwemer/lghalls/dlc2dwehalllg4way01.nif,dlc2dwehalllg4way01
DLC2DweHallLgEndCap01,04020743,dungeons/dwemer/lghalls/dlc2dwehalllgendcap01.nif,dlc2dwehalllgendcap01
DLC2DweHallLgEndCapExBg01,04020744,dungeons/dwemer/lghalls/dlc2dwehalllgendcapexbg01.nif,dlc2dwehalllgendcapexbg01
DLC2DweHallLgEndCapExBg02,04020745,dungeons/dwemer/lghalls/dlc2dwehalllgendcapexbg02.nif,dlc2dwehalllgendcapexbg02
DLC2DweFloorRaised02,04020746,dungeons/dwemer/rubble/dlc2dwefloorraised02.nif,dlc2dwefloorraised02
DLC2DweRubbleColumn01,04020747,dungeons/dwemer/rubble/dlc2dwerubblecolumn01.nif,dlc2dwerubblecolumn01
DLC2DweRubbleColumn02,04020748,dungeons/dwemer/rubble/dlc2dwerubblecolumn02.nif,dlc2dwerubblecolumn02
DLC2DweRubblePile01,04020749,dungeons/dwemer/rubble/dlc2dwerubblepile01.nif,dlc2dwerubblepile01
DLC2DweRubblePile02,0402074A,dungeons/dwemer/rubble/dlc2dwerubblepile02.nif,dlc2dwerubblepile02
DLC2DweRubblePile03,0402074B,dungeons/dwemer/rubble/dlc2dwerubblepile03.nif,dlc2dwerubblepile03
DLC2DweRubblePile04,0402074C,dungeons/dwemer/rubble/dlc2dwerubblepile04.nif,dlc2dwerubblepile04
DLC2DweRubblePile05,0402074D,dungeons/dwemer/rubble/dlc2dwerubblepile05.nif,dlc2dwerubblepile05
DLC2DweRubblePile06,0402074E,dungeons/dwemer/rubble/dlc2dwerubblepile06.nif,dlc2dwerubblepile06
DLC2DweRubblePile07,0402074F,dungeons/dwemer/rubble/dlc2dwerubblepile07.nif,dlc2dwerubblepile07
DLC2DweRubblePile08,04020750,dungeons/dwemer/rubble/dlc2dwerubblepile08.nif,dlc2dwerubblepile08
DLC2DweRubblePileCeiling01,04020751,dungeons/dwemer/rubble/dlc2dwerubblepileceiling01.nif,dlc2dwerubblepileceiling01
DLC2DweRubblePileCeiling02,04020752,dungeons/dwemer/rubble/dlc2dwerubblepileceiling02.nif,dlc2dwerubblepileceiling02
DLC2DweFacadeLiftLeverSTATIC,04020755,dungeons/dwemer/facades/dlc2dwefacadeliftleverstatic.nif,dlc2dwefacadeliftleverstatic
DLC2DweFacadeLiftUp01,04020756,dungeons/dwemer/facades/dlc2dwefacadeliftup01.nif,dlc2dwefacadeliftup01
DLC2DweFacadeLiftDown01,04020757,dungeons/dwemer/facades/dlc2dwefacadeliftdown01.nif,dlc2dwefacadeliftdown01
DLC2DweShaftBot01,04020758,dungeons/dwemer/lgrooms/dlc2dweshaftbot01.nif,dlc2dweshaftbot01
DLC2DweShaftRmLgBot01,04020759,dungeons/dwemer/lgrooms/dlc2dweshaftrmlgbot01.nif,dlc2dweshaftrmlgbot01
DLC2DweShaftRmSmBop01,0402075A,dungeons/dwemer/lgrooms/dlc2dweshaftrmsmbop01.nif,dlc2dweshaftrmsmbop01
DLC2DweShaftRmSmTop01,0402075B,dungeons/dwemer/lgrooms/dlc2dweshaftrmsmtop01.nif,dlc2dweshaftrmsmtop01
DLC2DweWall02,040209AF,dungeons/dwemer/walls/dlc2dwewall02.nif,dlc2dwewall02
DLC2DweWall01,040209B0,dungeons/dwemer/walls/dlc2dwewall01.nif,dlc2dwewall01
DLC2DweWallArch01,040209B1,dungeons/dwemer/walls/dlc2dwewallarch01.nif,dlc2dwewallarch01
DLC2DweWallCap01,040209B2,dungeons/dwemer/walls/dlc2dwewallcap01.nif,dlc2dwewallcap01
DLC2DweWallCap02,040209B3,dungeons/dwemer/walls/dlc2dwewallcap02.nif,dlc2dwewallcap02
DLC2DweWallExBg01,040209B4,dungeons/dwemer/walls/dlc2dwewallexbg01.nif,dlc2dwewallexbg01
DLC2DweWallHalf01,040209B5,dungeons/dwemer/walls/dlc2dwewallhalf01.nif,dlc2dwewallhalf01
DLC2DwePlatCorIn01,040209B6,dungeons/dwemer/platforms/dlc2dweplatcorin01.nif,dlc2dweplatcorin01
DLC2DwePlatCorIn02,040209B7,dungeons/dwemer/platforms/dlc2dweplatcorin02.nif,dlc2dweplatcorin02
DLC2DwePlatMid01,040209B8,dungeons/dwemer/platforms/dlc2dweplatmid01.nif,dlc2dweplatmid01
DLC2DwePlatCorOut01,040209B9,dungeons/dwemer/platforms/dlc2dweplatcorout01.nif,dlc2dweplatcorout01
DLC2DwePlatWallStair01,040209BA,dungeons/dwemer/platforms/dlc2dweplatwallstair01.nif,dlc2dweplatwallstair01
DLC2DwePlatWall01,040209BB,dungeons/dwemer/platforms/dlc2dweplatwall01.nif,dlc2dweplatwall01
DLC2DwePlatWallStair02,040209BC,dungeons/dwemer/platforms/dlc2dweplatwallstair02.nif,dlc2dweplatwallstair02
DLC2DweRmLgMidTopXtnd01,040209BD,dungeons/dwemer/lgrooms/dlc2dwermlgmidtopxtnd01.nif,dlc2dwermlgmidtopxtnd01
DLC2DweRmSmCounterHalf01,040209BE,dungeons/dwemer/smrooms/dlc2dwermsmcounterhalf01.nif,dlc2dwermsmcounterhalf01
DLC2DweCivWarWallEndpost01,040209BF,dungeons/dwemer/clutter/dlc2dwecivwarwallendpost01.nif,dlc2dwecivwarwallendpost01
DLC2DweCivWarWallEndcap01,040209C0,dungeons/dwemer/clutter/dlc2dwecivwarwallendcap01.nif,dlc2dwecivwarwallendcap01
DLC2DweCivWarWall01,040209C1,dungeons/dwemer/clutter/dlc2dwecivwarwall01.nif,dlc2dwecivwarwall01
DLC2DweCivWarWallChimney01,040209C2,dungeons/dwemer/clutter/dlc2dwecivwarwallchimney01.nif,dlc2dwecivwarwallchimney01
DLC2DweClutterPedestal02a,040209C3,dungeons/dwemer/clutter/dlc2dweclutterpedestal02a.nif,dlc2dweclutterpedestal02a
DLC2DweClutterPedestal02,040209C4,dungeons/dwemer/clutter/dlc2dweclutterpedestal02.nif,dlc2dweclutterpedestal02
DLC2DweClutterPedestal01,040209C5,dungeons/dwemer/clutter/dlc2dweclutterpedestal01.nif,dlc2dweclutterpedestal01
DLC2dunKolbjornAshFloor,04020A60,clutter/ashpiles/dlc2dunkolbjornashfloor.nif,dlc2dunkolbjornashfloor
DLC2dunKolbjorn_NorDwelling03ExtPylons01,04020A61,dungeons/nordic/exterior/dwellings/nordwelling03extpylons01.nif,nordwelling03extpylons01
DLC2dunKolbjorn_NorDwelling03ExtBaseB,04020A62,dungeons/nordic/exterior/dwellings/nordwelling03extbaseb.nif,nordwelling03extbaseb
DLC2dunKolbjornAshMound01,04020E63,clutter/ashpiles/dlc2dunkolbjornashmound01.nif,dlc2dunkolbjornashmound01
DLC2dunKolbjornAshMound02,04020E64,clutter/ashpiles/dlc2dunkolbjornashmound02.nif,dlc2dunkolbjornashmound02
DLC2dunKolbjornAshMound03,04020E65,clutter/ashpiles/dlc2dunkolbjornashmound03.nif,dlc2dunkolbjornashmound03
DLC2dunKolbjornAshMound04,04020E66,clutter/ashpiles/dlc2dunkolbjornashmound04.nif,dlc2dunkolbjornashmound04
DLC2dunKolbjornAshMound05,04020E67,clutter/ashpiles/dlc2dunkolbjornashmound05.nif,dlc2dunkolbjornashmound05
DLC2dunKolbjornAshMound06,04020E68,clutter/ashpiles/dlc2dunkolbjornashmound06.nif,dlc2dunkolbjornashmound06
DLC2dunKolbjornAshMound07,04020E69,clutter/ashpiles/dlc2dunkolbjornashmound07.nif,dlc2dunkolbjornashmound07
DLC2dunKolbjornAshMound08,04020E6A,clutter/ashpiles/dlc2dunkolbjornashmound08.nif,dlc2dunkolbjornashmound08
DLC2DweClutterBlockC01,04020FDA,dungeons/dwemer/clutter/dlc2dweclutterblockc01.nif,dlc2dweclutterblockc01
DLC2DweClutterBlockB01,04020FDB,dungeons/dwemer/clutter/dlc2dweclutterblockb01.nif,dlc2dweclutterblockb01
DLC2DweClutterBlockA01,04020FDC,dungeons/dwemer/clutter/dlc2dweclutterblocka01.nif,dlc2dweclutterblocka01
DLC2DweClutterBrazierPed01,04020FDD,dungeons/dwemer/clutter/dlc2dweclutterbrazierped01.nif,dlc2dweclutterbrazierped01
DLC2DweClutterArchSmall01,04020FDE,dungeons/dwemer/clutter/dlc2dweclutterarchsmall01.nif,dlc2dweclutterarchsmall01
DLC2DweClutterArchLarge01,04020FDF,dungeons/dwemer/clutter/dlc2dweclutterarchlarge01.nif,dlc2dweclutterarchlarge01
DLC2DweClutterColmLarge01,04020FE0,dungeons/dwemer/clutter/dlc2dwecluttercolmlarge01.nif,dlc2dwecluttercolmlarge01
DLC2DweMillGearAssembly01,04020FEA,dungeons/dwemer/clutter/dlc2dwemillgearassembly01.nif,dlc2dwemillgearassembly01
DLC2BasaltRubblePile01,04020FEB,landscape/volcaniccliffs/dlc2basaltrubblepile01.nif,dlc2basaltrubblepile01
DLC2BasaltRubblePile02,04020FED,landscape/volcaniccliffs/dlc2basaltrubblepile02.nif,dlc2basaltrubblepile02
DLC2DarkElfCrate01,0402173E,furniture/dlc2darkelfcrate01.nif,dlc2darkelfcrate01
DLC2DarkElfCrate02,0402173F,furniture/dlc2darkelfcrate02.nif,dlc2darkelfcrate02
DLC2DarkElfShelf01,04021740,furniture/dlc2darkelfshelf01.nif,dlc2darkelfshelf01
DLC2DarkElfShelf03,04021741,furniture/dlc2darkelfshelf03.nif,dlc2darkelfshelf03
DLC2DarkElfShelf04,04021742,furniture/dlc2darkelfshelf04.nif,dlc2darkelfshelf04
DLC2DarkElfShelf05,04021743,furniture/dlc2darkelfshelf05.nif,dlc2darkelfshelf05
DLC2DarkElfTable01,04021744,furniture/dlc2darkelftable01.nif,dlc2darkelftable01
DLC2DarkElfTable02,04021745,furniture/dlc2darkelftable02.nif,dlc2darkelftable02
DLC2DarkElfTableRound01,04021746,furniture/dlc2darkelftableround01.nif,dlc2darkelftableround01
DLC2DarkElfTableSquare01,04021747,furniture/dlc2darkelftablesquare01.nif,dlc2darkelftablesquare01
DLC2DarkElfTableThin01,04021748,furniture/dlc2darkelftablethin01.nif,dlc2darkelftablethin01
DLC2BasaltRubblePileFlat01,040217D2,landscape/volcaniccliffs/dlc2basaltrubblepileflat01.nif,dlc2basaltrubblepileflat01
DLC2BasaltRubblePileFlat01_Ash,040217D4,landscape/volcaniccliffs/dlc2basaltrubblepileflat01.nif,dlc2basaltrubblepileflat01
DLC2BasaltRubblePile01_Ash,040217D5,landscape/volcaniccliffs/dlc2basaltrubblepile01.nif,dlc2basaltrubblepile01
DLC2BasaltRubblePile02_Ash,040217D6,landscape/volcaniccliffs/dlc2basaltrubblepile02.nif,dlc2basaltrubblepile02
DLC2CliffBasaltMound_Ash,040217D7,landscape/volcaniccliffs/dlc2cliffbasaltmound.nif,dlc2cliffbasaltmound
SiltStriderRamp01,04023F0F,clutter/misc/siltstriderramp01.nif,siltstriderramp01
MiraakTeleportMarker,04023F6A,markerxheading.nif,markerxheading
DLC2MountainCliffSlopeVolcanicAshTundra01,040244E8,landscape/mountains/mountaincliffslope.nif,mountaincliffslope
DLC2NorBridgeMid04_ice,0402471C,dungeons/nordic/bridges/norbridgemid04.nif,norbridgemid04
DLC2ApocTenticlePatchFar,04024743,dungeons/apocrypha/clutter/dlc2apoctenticlepatchfar.nif,dlc2apoctenticlepatchfar
DLC2ApocEnvTenticle01far,04024746,dungeons/apocrypha/clutter/dlc2apocenvtenticle01.nif,dlc2apocenvtenticle01
DLC2GlacierTrim02_NoSN,0402484A,landscape/glaciers/dlc2glaciertrim02.nif,dlc2glaciertrim02
DLC2GlacierTrim01_NoSN,0402484B,landscape/glaciers/dlc2glaciertrim01.nif,dlc2glaciertrim01
DLC2GlacierEndLg01_Ice,040248AA,landscape/glaciers/dlc2glacierendlg01.nif,dlc2glacierendlg01
DLC2GlacierPillarLg01_Ice,040248AB,landscape/glaciers/dlc2glacierpillarlg01.nif,dlc2glacierpillarlg01
DLC2GlacierCaveEntrance02_Ice,040248AC,landscape/glaciers/dlc2glaciercaveentrance02.nif,dlc2glaciercaveentrance02
ApoTempleTowerTop01,04024CAE,dungeons/apocrypha/exterior/apotempletowertop01.nif,apotempletowertop01
DLC2CaveIBoulderM03_noSnow,04024E1C,dungeons/caves/ice/rocks/caveiboulderm03.nif,caveiboulderm03
DLC2CaveIBoulderM01_noSnow,04024E1E,dungeons/caves/ice/rocks/caveiboulderm01.nif,caveiboulderm01
DLC2CaveIRoomDoorB01ice,04024EEF,dungeons/caves/ice/smallroom/caveiroomdoorb01.nif,caveiroomdoorb01
DLC2NorPitWallSide01ice,04024EF0,dungeons/nordic/pits/norpitwallside01.nif,norpitwallside01
DLC2NorPitWallSideToRmBgSideL01ice,04024EF1,dungeons/nordic/pits/norpitwallsidetormbgsidel01.nif,norpitwallsidetormbgsidel01
DLC2NorPitWallSideToRmBgFrontL01ice,04024EF2,dungeons/nordic/pits/norpitwallsidetormbgfrontl01.nif,norpitwallsidetormbgfrontl01
DLC2BasaltSlab01,04024FDC,landscape/volcaniccliffs/dlc2basaltslab01.nif,dlc2basaltslab01
DLC2BasaltSlab01_Ash,04024FDE,landscape/volcaniccliffs/dlc2basaltslab01.nif,dlc2basaltslab01
DLC2RockCliff02_Ash,040250A0,landscape/rocks/rockcliff02.nif,rockcliff02
DLC2RockCliff03_Ash,040250A1,landscape/rocks/rockcliff03.nif,rockcliff03
DLC2RockCliff04_Ash,040250A2,landscape/rocks/rockcliff04.nif,rockcliff04
DLC2RockCliff01VolcanicAsh01,040250A3,landscape/rocks/rockcliff01.nif,rockcliff01
DLC2TreePineForestCutLog01Asnow,0402587D,landscape/trees/treepineforestcutlog01a.nif,treepineforestcutlog01a
HighPolyDLC02BlackBook,04025A36,clutter/books/book02/dlc2blackbook01.nif,dlc2blackbook01
TelvanniGourdHouse01,04025AFE,architecture/telvannitower/telvannigourdhouse01.nif,telvannigourdhouse01
TelvanniGourdHouse02,04025AFF,architecture/telvannitower/telvannigourdhouse02.nif,telvannigourdhouse02
TelvanniRoot01,04025B00,architecture/telvannitower/telvanniroot01.nif,telvanniroot01
TelvanniRoot02,04025B01,architecture/telvannitower/telvanniroot02.nif,telvanniroot02
TelvanniRootBridge01,04025B02,architecture/telvannitower/telvannirootbridge01.nif,telvannirootbridge01
TelvanniTowerInt01,04025B03,architecture/telvannitower/telvannitowerint01.nif,telvannitowerint01
TelvanniTowerMain01,04025B04,architecture/telvannitower/telvannitowermain01.nif,telvannitowermain01
DLC2RieklingBridgePlatform01Ice,04025E5E,architecture/riekling/dlc2rieklingbridgeplatform01.nif,dlc2rieklingbridgeplatform01
DLC2RieklingBridge01Ice,04025E75,architecture/riekling/dlc2rieklingbridge01.nif,dlc2rieklingbridge01
DLC2DweReadRmBase01,040264C3,dungeons/dwemer/readingroom/dlc2dwereadrmbase01.nif,dlc2dwereadrmbase01
DLC2DweReadRmBase02,040264C4,dungeons/dwemer/readingroom/dlc2dwereadrmbase02.nif,dlc2dwereadrmbase02
DLC2DweReadRmBannerBar01,040264EE,dungeons/dwemer/readingroom/dlc2dwereadrmbannerbar01.nif,dlc2dwereadrmbannerbar01
DLC2DweReadRmColmUp01,040264EF,dungeons/dwemer/readingroom/dlc2dwereadrmcolmup01.nif,dlc2dwereadrmcolmup01
DLC2DweReadRmDecoMid01,040264F0,dungeons/dwemer/readingroom/dlc2dwereadrmdecomid01.nif,dlc2dwereadrmdecomid01
DLC2DweReadRmEXT01,040264F1,dungeons/dwemer/readingroom/dlc2dwereadrmext01.nif,dlc2dwereadrmext01
DLC2DweReadRmEXTDome01,040264F2,dungeons/dwemer/readingroom/dlc2dwereadrmextdome01.nif,dlc2dwereadrmextdome01
DLC2DweReadRmEXTPlatformLg01,040264F3,dungeons/dwemer/readingroom/dlc2dwereadrmextplatformlg01.nif,dlc2dwereadrmextplatformlg01
DLC2DweReadRmEXTPlatformSmL01,040264F4,dungeons/dwemer/readingroom/dlc2dwereadrmextplatformsml01.nif,dlc2dwereadrmextplatformsml01
DLC2DweReadRmEXTPlatformSmR01,040264F5,dungeons/dwemer/readingroom/dlc2dwereadrmextplatformsmr01.nif,dlc2dwereadrmextplatformsmr01
DLC2DweReadRmEXTShaftRm01,040264F6,dungeons/dwemer/readingroom/dlc2dwereadrmextshaftrm01.nif,dlc2dwereadrmextshaftrm01
DLC2DweReadRmFirepot01,040264F7,dungeons/dwemer/readingroom/dlc2dwereadrmfirepot01.nif,dlc2dwereadrmfirepot01
DLC2DweReadRmINT01,040264F8,dungeons/dwemer/readingroom/dlc2dwereadrmint01.nif,dlc2dwereadrmint01
DLC2DweReadRmINTDome01,040264F9,dungeons/dwemer/readingroom/dlc2dwereadrmintdome01.nif,dlc2dwereadrmintdome01
DLC2DweReadRmPedBrazier01,040264FA,dungeons/dwemer/readingroom/dlc2dwereadrmpedbrazier01.nif,dlc2dwereadrmpedbrazier01
DLC2DweStatueBustSphere01,040264FB,dungeons/dwemer/clutter/dlc2dwestatuebustsphere01.nif,dlc2dwestatuebustsphere01
DLC2DweStatueBustSphere02,040264FC,dungeons/dwemer/clutter/dlc2dwestatuebustsphere02.nif,dlc2dwestatuebustsphere02
DLC2DweStatueBustCenturion01,040264FD,dungeons/dwemer/clutter/dlc2dwestatuebustcenturion01.nif,dlc2dwestatuebustcenturion01
DLC2DweClutterPlatformSm01,040264FE,dungeons/dwemer/clutter/dlc2dweclutterplatformsm01.nif,dlc2dweclutterplatformsm01
DLC2DweClutterPlatformGiant01,040264FF,dungeons/dwemer/clutter/dlc2dweclutterplatformgiant01.nif,dlc2dweclutterplatformgiant01
DLC2DweClutterBrazierPed02,0402652C,dungeons/dwemer/clutter/dlc2dweclutterbrazierped02.nif,dlc2dweclutterbrazierped02
